09:08:03 [restartedMain] INFO  AnnotationConfigApplicationContext - Refreshing org.springframework.context.annotation.AnnotationConfigApplicationContext@19fe73d: startup date [Mon Aug 05 09:08:03 CST 2019]; root of context hierarchy
10:42:56 [restartedMain] WARN  DefaultListableBeanFactory - Bean creation exception on non-lazy FactoryBean type check: org.springframework.beans.factory.BeanCreationException: Error creating bean with name 'com.dc.dlsb.client.DlsbRmClient': Initialization of bean failed; nested exception is org.springframework.beans.TypeMismatchException: Failed to convert property value of type 'java.lang.ClassNotFoundException' to required type 'java.lang.Class' for property 'fallbackFactory'; nested exception is java.lang.IllegalArgumentException: Cannot convert value of type 'java.lang.ClassNotFoundException' to required type 'java.lang.Class' for property 'fallbackFactory': PropertyEditor [org.springframework.beans.propertyeditors.ClassEditor] returned inappropriate value of type 'java.lang.ClassNotFoundException'
10:42:56 [restartedMain] WARN  DefaultListableBeanFactory - Bean creation exception on non-lazy FactoryBean type check: org.springframework.beans.factory.BeanCreationException: Error creating bean with name 'com.dc.dlsb.client.DlsbRmClient': Initialization of bean failed; nested exception is org.springframework.beans.TypeMismatchException: Failed to convert property value of type 'java.lang.ClassNotFoundException' to required type 'java.lang.Class' for property 'fallbackFactory'; nested exception is java.lang.IllegalArgumentException: Cannot convert value of type 'java.lang.ClassNotFoundException' to required type 'java.lang.Class' for property 'fallbackFactory': PropertyEditor [org.springframework.beans.propertyeditors.ClassEditor] returned inappropriate value of type 'java.lang.ClassNotFoundException'
10:42:56 [restartedMain] WARN  DefaultListableBeanFactory - Bean creation exception on non-lazy FactoryBean type check: org.springframework.beans.factory.BeanCreationException: Error creating bean with name 'com.dc.dlsb.client.DlsbRmClient': Initialization of bean failed; nested exception is org.springframework.beans.TypeMismatchException: Failed to convert property value of type 'java.lang.ClassNotFoundException' to required type 'java.lang.Class' for property 'fallbackFactory'; nested exception is java.lang.IllegalArgumentException: Cannot convert value of type 'java.lang.ClassNotFoundException' to required type 'java.lang.Class' for property 'fallbackFactory': PropertyEditor [org.springframework.beans.propertyeditors.ClassEditor] returned inappropriate value of type 'java.lang.ClassNotFoundException'
10:42:56 [restartedMain] WARN  DefaultListableBeanFactory - Bean creation exception on non-lazy FactoryBean type check: org.springframework.beans.factory.BeanCreationException: Error creating bean with name 'com.dc.dlsb.client.DlsbRmClient': Initialization of bean failed; nested exception is org.springframework.beans.TypeMismatchException: Failed to convert property value of type 'java.lang.ClassNotFoundException' to required type 'java.lang.Class' for property 'fallbackFactory'; nested exception is java.lang.IllegalArgumentException: Cannot convert value of type 'java.lang.ClassNotFoundException' to required type 'java.lang.Class' for property 'fallbackFactory': PropertyEditor [org.springframework.beans.propertyeditors.ClassEditor] returned inappropriate value of type 'java.lang.ClassNotFoundException'
10:42:56 [restartedMain] WARN  DefaultListableBeanFactory - Bean creation exception on non-lazy FactoryBean type check: org.springframework.beans.factory.BeanCreationException: Error creating bean with name 'com.dc.dlsb.client.DlsbRmClient': Initialization of bean failed; nested exception is org.springframework.beans.TypeMismatchException: Failed to convert property value of type 'java.lang.ClassNotFoundException' to required type 'java.lang.Class' for property 'fallbackFactory'; nested exception is java.lang.IllegalArgumentException: Cannot convert value of type 'java.lang.ClassNotFoundException' to required type 'java.lang.Class' for property 'fallbackFactory': PropertyEditor [org.springframework.beans.propertyeditors.ClassEditor] returned inappropriate value of type 'java.lang.ClassNotFoundException'
10:42:56 [restartedMain] WARN  DefaultListableBeanFactory - Bean creation exception on non-lazy FactoryBean type check: org.springframework.beans.factory.BeanCreationException: Error creating bean with name 'com.dc.dlsb.client.DlsbRmClient': Initialization of bean failed; nested exception is org.springframework.beans.TypeMismatchException: Failed to convert property value of type 'java.lang.ClassNotFoundException' to required type 'java.lang.Class' for property 'fallbackFactory'; nested exception is java.lang.IllegalArgumentException: Cannot convert value of type 'java.lang.ClassNotFoundException' to required type 'java.lang.Class' for property 'fallbackFactory': PropertyEditor [org.springframework.beans.propertyeditors.ClassEditor] returned inappropriate value of type 'java.lang.ClassNotFoundException'
10:42:56 [restartedMain] WARN  DefaultListableBeanFactory - Bean creation exception on non-lazy FactoryBean type check: org.springframework.beans.factory.BeanCreationException: Error creating bean with name 'com.dc.dlsb.client.DlsbRmClient': Initialization of bean failed; nested exception is org.springframework.beans.TypeMismatchException: Failed to convert property value of type 'java.lang.ClassNotFoundException' to required type 'java.lang.Class' for property 'fallbackFactory'; nested exception is java.lang.IllegalArgumentException: Cannot convert value of type 'java.lang.ClassNotFoundException' to required type 'java.lang.Class' for property 'fallbackFactory': PropertyEditor [org.springframework.beans.propertyeditors.ClassEditor] returned inappropriate value of type 'java.lang.ClassNotFoundException'
10:42:56 [restartedMain] WARN  DefaultListableBeanFactory - Bean creation exception on non-lazy FactoryBean type check: org.springframework.beans.factory.BeanCreationException: Error creating bean with name 'com.dc.dlsb.client.DlsbRmClient': Initialization of bean failed; nested exception is org.springframework.beans.TypeMismatchException: Failed to convert property value of type 'java.lang.ClassNotFoundException' to required type 'java.lang.Class' for property 'fallbackFactory'; nested exception is java.lang.IllegalArgumentException: Cannot convert value of type 'java.lang.ClassNotFoundException' to required type 'java.lang.Class' for property 'fallbackFactory': PropertyEditor [org.springframework.beans.propertyeditors.ClassEditor] returned inappropriate value of type 'java.lang.ClassNotFoundException'
10:42:56 [restartedMain] WARN  DefaultListableBeanFactory - Bean creation exception on non-lazy FactoryBean type check: org.springframework.beans.factory.BeanCreationException: Error creating bean with name 'com.dc.dlsb.client.DlsbRmClient': Initialization of bean failed; nested exception is org.springframework.beans.TypeMismatchException: Failed to convert property value of type 'java.lang.ClassNotFoundException' to required type 'java.lang.Class' for property 'fallbackFactory'; nested exception is java.lang.IllegalArgumentException: Cannot convert value of type 'java.lang.ClassNotFoundException' to required type 'java.lang.Class' for property 'fallbackFactory': PropertyEditor [org.springframework.beans.propertyeditors.ClassEditor] returned inappropriate value of type 'java.lang.ClassNotFoundException'
10:42:56 [restartedMain] WARN  DefaultListableBeanFactory - Bean creation exception on non-lazy FactoryBean type check: org.springframework.beans.factory.BeanCreationException: Error creating bean with name 'com.dc.dlsb.client.DlsbRmClient': Initialization of bean failed; nested exception is org.springframework.beans.TypeMismatchException: Failed to convert property value of type 'java.lang.ClassNotFoundException' to required type 'java.lang.Class' for property 'fallbackFactory'; nested exception is java.lang.IllegalArgumentException: Cannot convert value of type 'java.lang.ClassNotFoundException' to required type 'java.lang.Class' for property 'fallbackFactory': PropertyEditor [org.springframework.beans.propertyeditors.ClassEditor] returned inappropriate value of type 'java.lang.ClassNotFoundException'
10:42:56 [restartedMain] WARN  DefaultListableBeanFactory - Bean creation exception on non-lazy FactoryBean type check: org.springframework.beans.factory.BeanCreationException: Error creating bean with name 'com.dc.dlsb.client.DlsbRmClient': Initialization of bean failed; nested exception is org.springframework.beans.TypeMismatchException: Failed to convert property value of type 'java.lang.ClassNotFoundException' to required type 'java.lang.Class' for property 'fallbackFactory'; nested exception is java.lang.IllegalArgumentException: Cannot convert value of type 'java.lang.ClassNotFoundException' to required type 'java.lang.Class' for property 'fallbackFactory': PropertyEditor [org.springframework.beans.propertyeditors.ClassEditor] returned inappropriate value of type 'java.lang.ClassNotFoundException'
10:42:56 [restartedMain] WARN  DefaultListableBeanFactory - Bean creation exception on non-lazy FactoryBean type check: org.springframework.beans.factory.BeanCreationException: Error creating bean with name 'com.dc.dlsb.client.DlsbRmClient': Initialization of bean failed; nested exception is org.springframework.beans.TypeMismatchException: Failed to convert property value of type 'java.lang.ClassNotFoundException' to required type 'java.lang.Class' for property 'fallbackFactory'; nested exception is java.lang.IllegalArgumentException: Cannot convert value of type 'java.lang.ClassNotFoundException' to required type 'java.lang.Class' for property 'fallbackFactory': PropertyEditor [org.springframework.beans.propertyeditors.ClassEditor] returned inappropriate value of type 'java.lang.ClassNotFoundException'
10:42:56 [restartedMain] WARN  DefaultListableBeanFactory - Bean creation exception on non-lazy FactoryBean type check: org.springframework.beans.factory.BeanCreationException: Error creating bean with name 'com.dc.dlsb.client.DlsbRmClient': Initialization of bean failed; nested exception is org.springframework.beans.TypeMismatchException: Failed to convert property value of type 'java.lang.ClassNotFoundException' to required type 'java.lang.Class' for property 'fallbackFactory'; nested exception is java.lang.IllegalArgumentException: Cannot convert value of type 'java.lang.ClassNotFoundException' to required type 'java.lang.Class' for property 'fallbackFactory': PropertyEditor [org.springframework.beans.propertyeditors.ClassEditor] returned inappropriate value of type 'java.lang.ClassNotFoundException'
10:42:56 [restartedMain] WARN  DefaultListableBeanFactory - Bean creation exception on non-lazy FactoryBean type check: org.springframework.beans.factory.BeanCreationException: Error creating bean with name 'com.dc.dlsb.client.DlsbRmClient': Initialization of bean failed; nested exception is org.springframework.beans.TypeMismatchException: Failed to convert property value of type 'java.lang.ClassNotFoundException' to required type 'java.lang.Class' for property 'fallbackFactory'; nested exception is java.lang.IllegalArgumentException: Cannot convert value of type 'java.lang.ClassNotFoundException' to required type 'java.lang.Class' for property 'fallbackFactory': PropertyEditor [org.springframework.beans.propertyeditors.ClassEditor] returned inappropriate value of type 'java.lang.ClassNotFoundException'
10:42:56 [restartedMain] WARN  DefaultListableBeanFactory - Bean creation exception on non-lazy FactoryBean type check: org.springframework.beans.factory.BeanCreationException: Error creating bean with name 'com.dc.dlsb.client.DlsbRmClient': Initialization of bean failed; nested exception is org.springframework.beans.TypeMismatchException: Failed to convert property value of type 'java.lang.ClassNotFoundException' to required type 'java.lang.Class' for property 'fallbackFactory'; nested exception is java.lang.IllegalArgumentException: Cannot convert value of type 'java.lang.ClassNotFoundException' to required type 'java.lang.Class' for property 'fallbackFactory': PropertyEditor [org.springframework.beans.propertyeditors.ClassEditor] returned inappropriate value of type 'java.lang.ClassNotFoundException'
10:42:56 [restartedMain] WARN  DefaultListableBeanFactory - Bean creation exception on non-lazy FactoryBean type check: org.springframework.beans.factory.BeanCreationException: Error creating bean with name 'com.dc.dlsb.client.DlsbRmClient': Initialization of bean failed; nested exception is org.springframework.beans.TypeMismatchException: Failed to convert property value of type 'java.lang.ClassNotFoundException' to required type 'java.lang.Class' for property 'fallbackFactory'; nested exception is java.lang.IllegalArgumentException: Cannot convert value of type 'java.lang.ClassNotFoundException' to required type 'java.lang.Class' for property 'fallbackFactory': PropertyEditor [org.springframework.beans.propertyeditors.ClassEditor] returned inappropriate value of type 'java.lang.ClassNotFoundException'
10:42:56 [restartedMain] WARN  DefaultListableBeanFactory - Bean creation exception on non-lazy FactoryBean type check: org.springframework.beans.factory.BeanCreationException: Error creating bean with name 'com.dc.dlsb.client.DlsbRmClient': Initialization of bean failed; nested exception is org.springframework.beans.TypeMismatchException: Failed to convert property value of type 'java.lang.ClassNotFoundException' to required type 'java.lang.Class' for property 'fallbackFactory'; nested exception is java.lang.IllegalArgumentException: Cannot convert value of type 'java.lang.ClassNotFoundException' to required type 'java.lang.Class' for property 'fallbackFactory': PropertyEditor [org.springframework.beans.propertyeditors.ClassEditor] returned inappropriate value of type 'java.lang.ClassNotFoundException'
10:42:56 [restartedMain] WARN  DefaultListableBeanFactory - Bean creation exception on non-lazy FactoryBean type check: org.springframework.beans.factory.BeanCreationException: Error creating bean with name 'com.dc.dlsb.client.DlsbRmClient': Initialization of bean failed; nested exception is org.springframework.beans.TypeMismatchException: Failed to convert property value of type 'java.lang.ClassNotFoundException' to required type 'java.lang.Class' for property 'fallbackFactory'; nested exception is java.lang.IllegalArgumentException: Cannot convert value of type 'java.lang.ClassNotFoundException' to required type 'java.lang.Class' for property 'fallbackFactory': PropertyEditor [org.springframework.beans.propertyeditors.ClassEditor] returned inappropriate value of type 'java.lang.ClassNotFoundException'
10:42:56 [restartedMain] WARN  DefaultListableBeanFactory - Bean creation exception on non-lazy FactoryBean type check: org.springframework.beans.factory.BeanCreationException: Error creating bean with name 'com.dc.dlsb.client.DlsbRmClient': Initialization of bean failed; nested exception is org.springframework.beans.TypeMismatchException: Failed to convert property value of type 'java.lang.ClassNotFoundException' to required type 'java.lang.Class' for property 'fallbackFactory'; nested exception is java.lang.IllegalArgumentException: Cannot convert value of type 'java.lang.ClassNotFoundException' to required type 'java.lang.Class' for property 'fallbackFactory': PropertyEditor [org.springframework.beans.propertyeditors.ClassEditor] returned inappropriate value of type 'java.lang.ClassNotFoundException'
10:42:56 [restartedMain] WARN  DefaultListableBeanFactory - Bean creation exception on non-lazy FactoryBean type check: org.springframework.beans.factory.BeanCreationException: Error creating bean with name 'com.dc.dlsb.client.DlsbRmClient': Initialization of bean failed; nested exception is org.springframework.beans.TypeMismatchException: Failed to convert property value of type 'java.lang.ClassNotFoundException' to required type 'java.lang.Class' for property 'fallbackFactory'; nested exception is java.lang.IllegalArgumentException: Cannot convert value of type 'java.lang.ClassNotFoundException' to required type 'java.lang.Class' for property 'fallbackFactory': PropertyEditor [org.springframework.beans.propertyeditors.ClassEditor] returned inappropriate value of type 'java.lang.ClassNotFoundException'
10:42:56 [restartedMain] WARN  DefaultListableBeanFactory - Bean creation exception on non-lazy FactoryBean type check: org.springframework.beans.factory.BeanCreationException: Error creating bean with name 'com.dc.dlsb.client.DlsbRmClient': Initialization of bean failed; nested exception is org.springframework.beans.TypeMismatchException: Failed to convert property value of type 'java.lang.ClassNotFoundException' to required type 'java.lang.Class' for property 'fallbackFactory'; nested exception is java.lang.IllegalArgumentException: Cannot convert value of type 'java.lang.ClassNotFoundException' to required type 'java.lang.Class' for property 'fallbackFactory': PropertyEditor [org.springframework.beans.propertyeditors.ClassEditor] returned inappropriate value of type 'java.lang.ClassNotFoundException'
10:42:56 [restartedMain] WARN  DefaultListableBeanFactory - Bean creation exception on non-lazy FactoryBean type check: org.springframework.beans.factory.BeanCreationException: Error creating bean with name 'com.dc.dlsb.client.DlsbRmClient': Initialization of bean failed; nested exception is org.springframework.beans.TypeMismatchException: Failed to convert property value of type 'java.lang.ClassNotFoundException' to required type 'java.lang.Class' for property 'fallbackFactory'; nested exception is java.lang.IllegalArgumentException: Cannot convert value of type 'java.lang.ClassNotFoundException' to required type 'java.lang.Class' for property 'fallbackFactory': PropertyEditor [org.springframework.beans.propertyeditors.ClassEditor] returned inappropriate value of type 'java.lang.ClassNotFoundException'
10:42:56 [restartedMain] WARN  DefaultListableBeanFactory - Bean creation exception on non-lazy FactoryBean type check: org.springframework.beans.factory.BeanCreationException: Error creating bean with name 'com.dc.dlsb.client.DlsbRmClient': Initialization of bean failed; nested exception is org.springframework.beans.TypeMismatchException: Failed to convert property value of type 'java.lang.ClassNotFoundException' to required type 'java.lang.Class' for property 'fallbackFactory'; nested exception is java.lang.IllegalArgumentException: Cannot convert value of type 'java.lang.ClassNotFoundException' to required type 'java.lang.Class' for property 'fallbackFactory': PropertyEditor [org.springframework.beans.propertyeditors.ClassEditor] returned inappropriate value of type 'java.lang.ClassNotFoundException'
10:42:56 [restartedMain] WARN  DefaultListableBeanFactory - Bean creation exception on non-lazy FactoryBean type check: org.springframework.beans.factory.BeanCreationException: Error creating bean with name 'com.dc.dlsb.client.DlsbRmClient': Initialization of bean failed; nested exception is org.springframework.beans.TypeMismatchException: Failed to convert property value of type 'java.lang.ClassNotFoundException' to required type 'java.lang.Class' for property 'fallbackFactory'; nested exception is java.lang.IllegalArgumentException: Cannot convert value of type 'java.lang.ClassNotFoundException' to required type 'java.lang.Class' for property 'fallbackFactory': PropertyEditor [org.springframework.beans.propertyeditors.ClassEditor] returned inappropriate value of type 'java.lang.ClassNotFoundException'
10:42:56 [restartedMain] WARN  DefaultListableBeanFactory - Bean creation exception on non-lazy FactoryBean type check: org.springframework.beans.factory.BeanCreationException: Error creating bean with name 'com.dc.dlsb.client.DlsbRmClient': Initialization of bean failed; nested exception is org.springframework.beans.TypeMismatchException: Failed to convert property value of type 'java.lang.ClassNotFoundException' to required type 'java.lang.Class' for property 'fallbackFactory'; nested exception is java.lang.IllegalArgumentException: Cannot convert value of type 'java.lang.ClassNotFoundException' to required type 'java.lang.Class' for property 'fallbackFactory': PropertyEditor [org.springframework.beans.propertyeditors.ClassEditor] returned inappropriate value of type 'java.lang.ClassNotFoundException'
10:42:56 [restartedMain] WARN  DefaultListableBeanFactory - Bean creation exception on non-lazy FactoryBean type check: org.springframework.beans.factory.BeanCreationException: Error creating bean with name 'com.dc.dlsb.client.DlsbRmClient': Initialization of bean failed; nested exception is org.springframework.beans.TypeMismatchException: Failed to convert property value of type 'java.lang.ClassNotFoundException' to required type 'java.lang.Class' for property 'fallbackFactory'; nested exception is java.lang.IllegalArgumentException: Cannot convert value of type 'java.lang.ClassNotFoundException' to required type 'java.lang.Class' for property 'fallbackFactory': PropertyEditor [org.springframework.beans.propertyeditors.ClassEditor] returned inappropriate value of type 'java.lang.ClassNotFoundException'
10:42:56 [restartedMain] WARN  DefaultListableBeanFactory - Bean creation exception on non-lazy FactoryBean type check: org.springframework.beans.factory.BeanCreationException: Error creating bean with name 'com.dc.dlsb.client.DlsbRmClient': Initialization of bean failed; nested exception is org.springframework.beans.TypeMismatchException: Failed to convert property value of type 'java.lang.ClassNotFoundException' to required type 'java.lang.Class' for property 'fallbackFactory'; nested exception is java.lang.IllegalArgumentException: Cannot convert value of type 'java.lang.ClassNotFoundException' to required type 'java.lang.Class' for property 'fallbackFactory': PropertyEditor [org.springframework.beans.propertyeditors.ClassEditor] returned inappropriate value of type 'java.lang.ClassNotFoundException'
10:42:56 [restartedMain] WARN  DefaultListableBeanFactory - Bean creation exception on non-lazy FactoryBean type check: org.springframework.beans.factory.BeanCreationException: Error creating bean with name 'com.dc.dlsb.client.DlsbRmClient': Initialization of bean failed; nested exception is org.springframework.beans.TypeMismatchException: Failed to convert property value of type 'java.lang.ClassNotFoundException' to required type 'java.lang.Class' for property 'fallbackFactory'; nested exception is java.lang.IllegalArgumentException: Cannot convert value of type 'java.lang.ClassNotFoundException' to required type 'java.lang.Class' for property 'fallbackFactory': PropertyEditor [org.springframework.beans.propertyeditors.ClassEditor] returned inappropriate value of type 'java.lang.ClassNotFoundException'
10:42:56 [restartedMain] WARN  DefaultListableBeanFactory - Bean creation exception on non-lazy FactoryBean type check: org.springframework.beans.factory.BeanCreationException: Error creating bean with name 'com.dc.dlsb.client.DlsbRmClient': Initialization of bean failed; nested exception is org.springframework.beans.TypeMismatchException: Failed to convert property value of type 'java.lang.ClassNotFoundException' to required type 'java.lang.Class' for property 'fallbackFactory'; nested exception is java.lang.IllegalArgumentException: Cannot convert value of type 'java.lang.ClassNotFoundException' to required type 'java.lang.Class' for property 'fallbackFactory': PropertyEditor [org.springframework.beans.propertyeditors.ClassEditor] returned inappropriate value of type 'java.lang.ClassNotFoundException'
10:42:56 [restartedMain] INFO  EndpointHandlerMapping - Mapped "{[/metrics/{name:.*}],methods=[GET],produces=[application/vnd.spring-boot.actuator.v1+json || application/json]}" onto public java.lang.Object org.springframework.boot.actuate.endpoint.mvc.MetricsMvcEndpoint.value(java.lang.String)
10:42:56 [restartedMain] INFO  EndpointHandlerMapping - Mapped "{[/metrics || /metrics.json],methods=[GET],produces=[application/vnd.spring-boot.actuator.v1+json || application/json]}" onto public java.lang.Object org.springframework.boot.actuate.endpoint.mvc.EndpointMvcAdapter.invoke()
10:42:56 [restartedMain] INFO  EndpointHandlerMapping - Mapped "{[/beans || /beans.json],methods=[GET],produces=[application/vnd.spring-boot.actuator.v1+json || application/json]}" onto public java.lang.Object org.springframework.boot.actuate.endpoint.mvc.EndpointMvcAdapter.invoke()
10:42:56 [restartedMain] INFO  EndpointHandlerMapping - Mapped "{[/info || /info.json],methods=[GET],produces=[application/vnd.spring-boot.actuator.v1+json || application/json]}" onto public java.lang.Object org.springframework.boot.actuate.endpoint.mvc.EndpointMvcAdapter.invoke()
10:42:56 [restartedMain] INFO  EndpointHandlerMapping - Mapped "{[/refresh || /refresh.json],methods=[POST]}" onto public java.lang.Object org.springframework.cloud.endpoint.GenericPostableMvcEndpoint.invoke()
10:42:56 [restartedMain] INFO  EndpointHandlerMapping - Mapped "{[/loggers/{name:.*}],methods=[GET],produces=[application/vnd.spring-boot.actuator.v1+json || application/json]}" onto public java.lang.Object org.springframework.boot.actuate.endpoint.mvc.LoggersMvcEndpoint.get(java.lang.String)
10:42:56 [restartedMain] INFO  EndpointHandlerMapping - Mapped "{[/loggers/{name:.*}],methods=[POST],consumes=[application/vnd.spring-boot.actuator.v1+json || application/json],produces=[application/vnd.spring-boot.actuator.v1+json || application/json]}" onto public java.lang.Object org.springframework.boot.actuate.endpoint.mvc.LoggersMvcEndpoint.set(java.lang.String,java.util.Map<java.lang.String, java.lang.String>)
10:42:56 [restartedMain] INFO  EndpointHandlerMapping - Mapped "{[/loggers || /loggers.json],methods=[GET],produces=[application/vnd.spring-boot.actuator.v1+json || application/json]}" onto public java.lang.Object org.springframework.boot.actuate.endpoint.mvc.EndpointMvcAdapter.invoke()
10:42:56 [restartedMain] INFO  EndpointHandlerMapping - Mapped "{[/autoconfig || /autoconfig.json],methods=[GET],produces=[application/vnd.spring-boot.actuator.v1+json || application/json]}" onto public java.lang.Object org.springframework.boot.actuate.endpoint.mvc.EndpointMvcAdapter.invoke()
10:42:56 [restartedMain] INFO  EndpointHandlerMapping - Mapped "{[/features || /features.json],methods=[GET],produces=[application/vnd.spring-boot.actuator.v1+json || application/json]}" onto public java.lang.Object org.springframework.boot.actuate.endpoint.mvc.EndpointMvcAdapter.invoke()
10:42:56 [restartedMain] INFO  EndpointHandlerMapping - Mapped "{[/archaius || /archaius.json],methods=[GET],produces=[application/vnd.spring-boot.actuator.v1+json || application/json]}" onto public java.lang.Object org.springframework.boot.actuate.endpoint.mvc.EndpointMvcAdapter.invoke()
10:42:56 [restartedMain] INFO  EndpointHandlerMapping - Mapped "{[/env/{name:.*}],methods=[GET],produces=[application/vnd.spring-boot.actuator.v1+json || application/json]}" onto public java.lang.Object org.springframework.boot.actuate.endpoint.mvc.EnvironmentMvcEndpoint.value(java.lang.String)
10:42:56 [restartedMain] INFO  EndpointHandlerMapping - Mapped "{[/env || /env.json],methods=[GET],produces=[application/vnd.spring-boot.actuator.v1+json || application/json]}" onto public java.lang.Object org.springframework.boot.actuate.endpoint.mvc.EndpointMvcAdapter.invoke()
10:42:56 [restartedMain] INFO  EndpointHandlerMapping - Mapped "{[/trace || /trace.json],methods=[GET],produces=[application/vnd.spring-boot.actuator.v1+json || application/json]}" onto public java.lang.Object org.springframework.boot.actuate.endpoint.mvc.EndpointMvcAdapter.invoke()
10:42:56 [restartedMain] INFO  EndpointHandlerMapping - Mapped "{[/druid-endpoint || /druid-endpoint.json],methods=[GET],produces=[application/vnd.spring-boot.actuator.v1+json || application/json]}" onto public java.lang.Object com.alibaba.druid.spring.boot.autoconfigure.actuator.endpoint.DruidDataSourceMvcEndpoint.invoke()
10:42:56 [restartedMain] INFO  EndpointHandlerMapping - Mapped "{[/heapdump || /heapdump.json],methods=[GET],produces=[application/octet-stream]}" onto public void org.springframework.boot.actuate.endpoint.mvc.HeapdumpMvcEndpoint.invoke(boolean,javax.servlet.http.HttpServletRequest,javax.servlet.http.HttpServletResponse) throws java.io.IOException,javax.servlet.ServletException
10:42:56 [restartedMain] INFO  EndpointHandlerMapping - Mapped "{[/jolokia/**]}" onto public org.springframework.web.servlet.ModelAndView org.springframework.boot.actuate.endpoint.mvc.JolokiaMvcEndpoint.handle(javax.servlet.http.HttpServletRequest,javax.servlet.http.HttpServletResponse) throws java.lang.Exception
10:42:56 [restartedMain] INFO  EndpointHandlerMapping - Mapped "{[/service-registry/instance-status],methods=[GET]}" onto public org.springframework.http.ResponseEntity org.springframework.cloud.client.serviceregistry.endpoint.ServiceRegistryEndpoint.getStatus()
10:42:56 [restartedMain] INFO  EndpointHandlerMapping - Mapped "{[/service-registry/instance-status],methods=[POST]}" onto public org.springframework.http.ResponseEntity<?> org.springframework.cloud.client.serviceregistry.endpoint.ServiceRegistryEndpoint.setStatus(java.lang.String)
10:42:56 [restartedMain] INFO  EndpointHandlerMapping - Mapped "{[/hystrix.stream/**]}" onto public org.springframework.web.servlet.ModelAndView org.springframework.cloud.netflix.endpoint.ServletWrappingEndpoint.handle(javax.servlet.http.HttpServletRequest,javax.servlet.http.HttpServletResponse) throws java.lang.Exception
10:42:56 [restartedMain] INFO  EndpointHandlerMapping - Mapped "{[/auditevents || /auditevents.json],methods=[GET],produces=[application/vnd.spring-boot.actuator.v1+json || application/json]}" onto public org.springframework.http.ResponseEntity<?> org.springframework.boot.actuate.endpoint.mvc.AuditEventsMvcEndpoint.findByPrincipalAndAfterAndType(java.lang.String,java.util.Date,java.lang.String)
10:42:56 [restartedMain] INFO  EndpointHandlerMapping - Mapped "{[/env],methods=[POST]}" onto public java.lang.Object org.springframework.cloud.context.environment.EnvironmentManagerMvcEndpoint.value(java.util.Map<java.lang.String, java.lang.String>)
10:42:56 [restartedMain] INFO  EndpointHandlerMapping - Mapped "{[/env/reset],methods=[POST]}" onto public java.util.Map<java.lang.String, java.lang.Object> org.springframework.cloud.context.environment.EnvironmentManagerMvcEndpoint.reset()
10:42:56 [restartedMain] INFO  EndpointHandlerMapping - Mapped "{[/dump || /dump.json],methods=[GET],produces=[application/vnd.spring-boot.actuator.v1+json || application/json]}" onto public java.lang.Object org.springframework.boot.actuate.endpoint.mvc.EndpointMvcAdapter.invoke()
10:42:56 [restartedMain] INFO  EndpointHandlerMapping - Mapped "{[/mappings || /mappings.json],methods=[GET],produces=[application/vnd.spring-boot.actuator.v1+json || application/json]}" onto public java.lang.Object org.springframework.boot.actuate.endpoint.mvc.EndpointMvcAdapter.invoke()
10:42:56 [restartedMain] INFO  EndpointHandlerMapping - Mapped "{[/configprops || /configprops.json],methods=[GET],produces=[application/vnd.spring-boot.actuator.v1+json || application/json]}" onto public java.lang.Object org.springframework.boot.actuate.endpoint.mvc.EndpointMvcAdapter.invoke()
10:42:56 [restartedMain] INFO  EndpointHandlerMapping - Mapped "{[/health || /health.json],methods=[GET],produces=[application/vnd.spring-boot.actuator.v1+json || application/json]}" onto public java.lang.Object org.springframework.boot.actuate.endpoint.mvc.HealthMvcEndpoint.invoke(javax.servlet.http.HttpServletRequest,java.security.Principal)
10:42:56 [restartedMain] WARN  DefaultListableBeanFactory - Bean creation exception on non-lazy FactoryBean type check: org.springframework.beans.factory.BeanCreationException: Error creating bean with name 'com.dc.dlsb.client.DlsbRmClient': Initialization of bean failed; nested exception is org.springframework.beans.TypeMismatchException: Failed to convert property value of type 'java.lang.ClassNotFoundException' to required type 'java.lang.Class' for property 'fallbackFactory'; nested exception is java.lang.IllegalArgumentException: Cannot convert value of type 'java.lang.ClassNotFoundException' to required type 'java.lang.Class' for property 'fallbackFactory': PropertyEditor [org.springframework.beans.propertyeditors.ClassEditor] returned inappropriate value of type 'java.lang.ClassNotFoundException'
10:42:56 [restartedMain] WARN  DefaultListableBeanFactory - Bean creation exception on non-lazy FactoryBean type check: org.springframework.beans.factory.BeanCreationException: Error creating bean with name 'com.dc.dlsb.client.DlsbRmClient': Initialization of bean failed; nested exception is org.springframework.beans.TypeMismatchException: Failed to convert property value of type 'java.lang.ClassNotFoundException' to required type 'java.lang.Class' for property 'fallbackFactory'; nested exception is java.lang.IllegalArgumentException: Cannot convert value of type 'java.lang.ClassNotFoundException' to required type 'java.lang.Class' for property 'fallbackFactory': PropertyEditor [org.springframework.beans.propertyeditors.ClassEditor] returned inappropriate value of type 'java.lang.ClassNotFoundException'
